ProductName,Category,Price,Rating,NumReviews,StockQuantity,Discount,Sales,Order_date,City
Earbuds,Mobile phone accessories,291.23,2.4,2752,846,0.25,1603,8-18-2023,Little Rock
Phone Case,Mobile phone accessories,208.68,4.9,1505,102,0.45,177,8-18-2023,Bronx
Charger,Mobile phone accessories,133.64,4.7,2096,537,0.1,175,3-25-2024,St. Louis
Screen Protector,Mobile phone accessories,454.42,1.7,1667,275,0.23,675,8-29-2023,San Diego
Earbuds,Mobile phone accessories,265.23,2.9,546,111,0.41,35,8-29-2023,New York
Earbuds,Mobile phone accessories,217.24,4.2,4402,533,0.23,1132,6-21-2023,Kansas City
Phone Case,Mobile phone accessories,277.04,1.3,2739,180,0.08,1487,12-26-2023,Denver
Screen Protector,Mobile phone accessories,273.27,3.7,2431,811,0.31,38,12-26-2023,Louisville
Screen Protector,Mobile phone accessories,94.38,2.7,4766,242,0.42,1997,4-24-2024,Bonita Springs
Phone Case,Mobile phone accessories,99.88,1,4025,870,0.07,946,4-24-2024,Miami
Charger,Mobile phone accessories,119.57,4.4,3665,655,0.22,540,9-16-2023,Dallas
Charger,Mobile phone accessories,48.37,3.3,505,105,0.22,1194,9-16-2023,Tucson
Phone Case,Mobile phone accessories,438.62,3.9,4067,99,0.44,1597,12-10-2023,Manhattan
Phone Case,Mobile phone accessories,320.26,3.9,4727,681,0.01,1884,9-26-2023,Oakland
Screen Protector,Mobile phone accessories,234.29,1.4,3302,719,0.47,1922,2-19-2024,Houston
Screen Protector,Mobile phone accessories,95.24,1.2,4969,721,0.46,1555,4-15-2024,Virginia Beach
Earbuds,Mobile phone accessories,499.68,1.8,886,461,0.34,1075,8-24-2023,Tampa
Earbuds,Mobile phone accessories,256.41,4.2,926,556,0.48,1055,8-28-2023,Madison
Screen Protector,Mobile phone accessories,265.65,1.9,1052,642,0.1,252,8-31-2023,Fresno
Phone Case,Mobile phone accessories,177.69,4.9,4525,579,0.21,1164,10-25-2023,Atlanta
Earbuds,Mobile phone accessories,77.49,1.2,1468,757,0.03,575,05-12-2024,Provo
Earbuds,Mobile phone accessories,395.39,2,1645,580,0.22,811,7-18-2023,Mesa
Earbuds,Mobile phone accessories,492.03,2.4,3142,766,0.18,1590,7-25-2023,Boston
Phone Case,Mobile phone accessories,26.86,3.5,810,187,0.3,809,11-21-2023,Concord
Phone Case,Mobile phone accessories,360.33,2,2705,596,0.31,947,4-27-2024,Orlando
Throw Blanket,Blankets,438.03,1.9,3697,490,0.37,891,5-13-2024,Bakersfield
Throw Blanket,Blankets,442.17,4.8,4376,274,0.2,718,7-20-2023,Raleigh
Electric Blanket,Blankets,14.22,1.1,2073,26,0.23,1919,12-25-2023,Jacksonville
Fleece Blanket,Blankets,217.12,3.9,4324,978,0.13,527,09-07-2023,Houston
Electric Blanket,Blankets,298.33,1.8,2153,731,0.03,1712,09-04-2023,Madison
Fleece Blanket,Blankets,136.57,4.5,2720,618,0.22,1770,5-25-2024,Rochester
Weighted Blanket,Blankets,37.31,4.6,3788,550,0.25,1711,10-15-2023,Staten Island
Weighted Blanket,Blankets,152.59,4.5,677,105,0.36,1946,04-01-2024,Atlanta
Throw Blanket,Blankets,104.23,2.9,3257,69,0.42,1269,9-24-2023,Phoenix
Weighted Blanket,Blankets,271.2,3.5,1301,562,0.06,454,2-29-2024,Cincinnati
Weighted Blanket,Blankets,465.67,2.8,1417,500,0.15,1544,3-25-2024,Ogden
Throw Blanket,Blankets,209.1,4.7,1209,33,0.06,130,2-13-2024,San Jose
Electric Blanket,Blankets,336.54,2.1,2544,402,0.05,614,7-19-2023,Tampa
Throw Blanket,Blankets,481.48,4.9,120,605,0.24,128,3-13-2024,Portland
Throw Blanket,Blankets,311.1,4.6,332,296,0.17,1196,11-17-2023,Pittsburgh
Throw Blanket,Blankets,118.14,3.1,4234,502,0.4,28,1-21-2024,Phoenix
Throw Blanket,Blankets,111.33,4.7,1865,944,0.48,63,10-13-2023,San Jose
Weighted Blanket,Blankets,141.74,5,1906,231,0.07,1218,7-14-2023,Birmingham
Throw Blanket,Blankets,311.98,1.2,3985,392,0.31,1172,10-07-2023,Staten Island
Fleece Blanket,Blankets,206.17,4.8,4293,555,0.24,1452,5-26-2024,Pittsburgh
Electric Blanket,Blankets,347.7,2.4,4994,75,0.41,961,10-08-2023,Sacramento
Weighted Blanket,Blankets,404.51,4.4,392,84,0.48,610,07-01-2023,Harrisburg
Fleece Blanket,Blankets,194.73,4.9,3677,173,0.01,219,05-12-2024,Bakersfield
Electric Blanket,Blankets,80.1,1.1,616,538,0.47,870,03-03-2024,Miami
Fleece Blanket,Blankets,177.42,4.8,340,860,0.36,1340,05-05-2024,Oakland
Throw Blanket,Blankets,345.37,3,2975,25,0.24,1346,10-31-2023,Bakersfield
Fleece Blanket,Blankets,94.47,4.5,3979,559,0.08,370,8-26-2023,Indianapolis
Throw Blanket,Blankets,383.64,3.3,1228,696,0.4,386,08-08-2023,Ogden
Throw Blanket,Blankets,255.92,2.8,1781,160,0.07,1969,11-13-2023,Boston
Throw Blanket,Blankets,409.36,2,550,600,0.05,991,10-02-2023,Richmond
Throw Blanket,Blankets,48.75,2.8,2737,588,0.48,991,5-28-2024,Ogden
Throw Blanket,Blankets,57.35,2.1,4264,329,0.44,1328,1-18-2024,Richmond
Electric Blanket,Blankets,214.76,1.2,527,226,0.08,1564,1-13-2024,Akron
Fleece Blanket,Blankets,61.84,3,1176,788,0.47,56,12-09-2023,Long Beach
Weighted Blanket,Blankets,269.34,3.3,2513,662,0.17,800,10-25-2023,San Antonio
Throw Blanket,Blankets,207.72,2.3,1973,16,0.46,325,2-13-2024,Baton Rouge
Fleece Blanket,Blankets,268.6,3.2,841,201,0.39,1546,07-01-2023,Worcester
Throw Blanket,Blankets,92.74,2.8,3454,880,0.02,1295,10-29-2023,Raleigh
Weighted Blanket,Blankets,152.28,1.3,2850,752,0.34,1962,10-28-2023,Nashville
Throw Blanket,Blankets,136.53,2,4055,282,0.38,1089,1-27-2024,San Francisco
